videoid,contentUrl,duration,page_dir,name
13129625,https://ak.picdn.net/shutterstock/videos/13129625/preview/stock-footage-close-up-portrait-of-a-young-family-standing-under-a-tree-with-colorful-autumn-leaves-with.mp4,PT00H00M10S,020101_020150,"Close up portrait of a young family standing under a tree with colorful autumn leaves, with beautiful bokeh"
1014665336,https://ak.picdn.net/shutterstock/videos/1014665336/preview/stock-footage-madrid-spain-september-view-as-people-pass-by-in-the-market-on-september-in-madrid.mp4,PT00H00M15S,189251_189300,"Madrid, spain - september 9: view as people pass by in the market on september 9, 2015 in madrid, spain.
"
1046791807,https://ak.picdn.net/shutterstock/videos/1046791807/preview/stock-footage-child-girl-in-a-green-dress-poses-in-front-of-a-photographer-in-the-studio.mp4,PT00H00M10S,106451_106500,Child girl in a green dress poses in front of a photographer in the studio
1008235039,https://ak.picdn.net/shutterstock/videos/1008235039/preview/stock-footage-woman-with-paint-roller-brush-on-stairs.mp4,PT00H00M18S,032451_032500,Woman with paint roller brush on stairs
1398229,https://ak.picdn.net/shutterstock/videos/1398229/preview/stock-footage-spinning-silver-background.mp4,PT00H00M08S,016001_016050,Spinning silver background
23339542,https://ak.picdn.net/shutterstock/videos/23339542/preview/stock-footage-bubble-shapes-and-star-background-animation-loop-yellow.mp4,PT00H00M16S,017801_017850,Bubble shapes and star background animation - loop yellow
1044935629,https://ak.picdn.net/shutterstock/videos/1044935629/preview/stock-footage-unidentified-people-demonstrating-against-the-iraqi-government-at-the-iraqi-protests-also.mp4,PT00H00M15S,053751_053800,"Unidentified people demonstrating against the iraqi government at the 2019 iraqi protests, also named tishreen revolution or iraqi intifada in baghdad, october, 2019"
1043414638,https://ak.picdn.net/shutterstock/videos/1043414638/preview/stock-footage-little-girl-throwing-bunch-of-yellow-leaves-while-having-fun-on-sunny-day-in-autumn-park.mp4,PT00H00M10S,024351_024400,Little girl throwing bunch of yellow leaves while having fun on sunny day in autumn park
20733352,https://ak.picdn.net/shutterstock/videos/20733352/preview/stock-footage-santa-cruz-pleasure-point-on-the-northern-monterey-bay-in-santa-cruz-county-california-usa-a.mp4,PT00H00M30S,016901_016950,"Santa cruz, pleasure point, on the northern monterey bay in santa cruz county, california, usa, a world renowned surf location"
1022523229,https://ak.picdn.net/shutterstock/videos/1022523229/preview/stock-footage-sider-web-hangs-creepy-in-forest-tilt-up-to-reveal.mp4,PT00H00M07S,126601_126650,Sider web hangs creepy in forest - tilt up to reveal
1025027489,https://ak.picdn.net/shutterstock/videos/1025027489/preview/stock-footage-man-eating-french-fries-with-tomato-sauce.mp4,PT00H00M10S,104651_104700,Man eating french fries with tomato sauce.
1047192499,https://ak.picdn.net/shutterstock/videos/1047192499/preview/stock-footage-beautifull-roses-flowers-square-frame-animation-k-video-animated.mp4,PT00H00M16S,069801_069850,"Beautifull roses flowers square frame animation ,4k video animated"
1008402772,https://ak.picdn.net/shutterstock/videos/1008402772/preview/stock-footage-abstract-aerial-drone-shot-of-traffic-driving-over-the-beautiful-yan-an-elevated-highway-a-busy.mp4,PT00H00M23S,140351_140400,"Abstract aerial drone shot of traffic driving over the beautiful yan'an elevated highway, a busy intersection and convergence of roads in shanghai city, urban china
"
13172090,https://ak.picdn.net/shutterstock/videos/13172090/preview/stock-footage-cutting-and-folding-plates-on-the-wedding-cake.mp4,PT00H00M20S,033051_033100,Cutting and folding plates on the wedding cake
7322092,https://ak.picdn.net/shutterstock/videos/7322092/preview/stock-footage-strobe-disco-dance-light.mp4,PT00H00M20S,014951_015000,Strobe disco dance light
1059345125,https://ak.picdn.net/shutterstock/videos/1059345125/preview/stock-footage-white-line-hands-with-animals-footprint-icon-isolated-on-black-background-pet-paw-in-heart-love.mp4,PT00H00M10S,042751_042800,White line hands with animals footprint icon isolated on black background. pet paw in heart. love to the animals. 4k video motion graphic animation
1014229499,https://ak.picdn.net/shutterstock/videos/1014229499/preview/stock-footage-girl-performs-contemporary-dance-in-ballroom.mp4,PT00H00M08S,137451_137500,Girl performs contemporary dance in ballroom.
18818795,https://ak.picdn.net/shutterstock/videos/18818795/preview/stock-footage-kazan-russia-august-the-aerobatics-aircrafts-in-the-hangar.mp4,PT00H00M08S,199451_199500,"Kazan, russia - 12 august 2016: the aerobatics aircrafts in the hangar"
2532320,https://ak.picdn.net/shutterstock/videos/2532320/preview/stock-footage-waterfall-in-a-river.mp4,PT00H00M12S,036401_036450,"Waterfall in a river
"
1062569470,https://ak.picdn.net/shutterstock/videos/1062569470/preview/stock-footage-happy-brunette-woman-with-christmas-decoration-in-her-hair-sends-an-air-kiss-light-background.mp4,PT00H00M09S,188251_188300,Happy brunette woman with christmas decoration in her hair sends an air kiss. light background.
1040824058,https://ak.picdn.net/shutterstock/videos/1040824058/preview/stock-footage--horizon-at-sunset-in-full-hour-witch.mp4,PT00H00M20S,104551_104600,"
horizon at sunset in full hour witch."
1017900469,https://ak.picdn.net/shutterstock/videos/1017900469/preview/stock-footage-happy-business-woman-using-tablet-computer-drinking-coffee-in-cafe-browsing-social-media-messages.mp4,PT00H00M12S,026501_026550,Happy business woman using tablet computer drinking coffee in cafe browsing social media messages enjoying listening to music watching online entertainment on mobile device
5995694,https://ak.picdn.net/shutterstock/videos/5995694/preview/stock-footage-gettysburg-reenactment-recreation-of-confederate-rebel-soldier-loading-and-aiming-his.mp4,PT00H00M15S,183951_184000,"Gettysburg - 2011. reenactment recreation of confederate rebel soldier loading and aiming his enfield muzzle loading rifled musket.  fires at union soldier, edge of grassy field.  civil war combat
"
1038555461,https://ak.picdn.net/shutterstock/videos/1038555461/preview/stock-footage-flying-into-spaceship-tunnel-sci-fi-spaceship-corridor.mp4,PT00H00M12S,089001_089050,"Flying into spaceship tunnel, sci-fi spaceship corridor"
1050620080,https://ak.picdn.net/shutterstock/videos/1050620080/preview/stock-footage-aerial-view-of-lakes-and-trees-in-ontario-canada.mp4,PT00H00M23S,114851_114900,"Aerial view of lakes and trees in ontario, canada"
1028449124,https://ak.picdn.net/shutterstock/videos/1028449124/preview/stock-footage-closeup-shoot-of-senior-happy-couple-using-the-tablet-and-smiling-cheerfully-sitting-on-the-couch.mp4,PT00H00M17S,041351_041400,Closeup shoot of senior happy couple using the tablet and smiling cheerfully sitting on the couch indoors in a cozy apartment
26164343,https://ak.picdn.net/shutterstock/videos/26164343/preview/stock-footage-fresh-waffles-with-whip-cream-topping-on-white-plate-breakfast-dessert.mp4,PT00H00M11S,031451_031500,"Fresh waffles with whip cream topping on white plate, breakfast dessert"
1063991068,https://ak.picdn.net/shutterstock/videos/1063991068/preview/stock-footage-woman-visitor-in-historical-museum-looking-at-art-object.mp4,PT00H00M13S,107001_107050,Woman visitor in historical museum looking at art object
68746,https://ak.picdn.net/shutterstock/videos/68746/preview/stock-footage-orange-countdown-with-a-shine-effect.mp4,PT00H00M10S,067401_067450,Orange countdown with a shine effect
11009012,https://ak.picdn.net/shutterstock/videos/11009012/preview/stock-footage-farm-landscape-aerial-footage.mp4,PT00H01M02S,191451_191500,Farm landscape aerial footage. 008
1033592639,https://ak.picdn.net/shutterstock/videos/1033592639/preview/stock-footage-scientific-research-in-the-laboratory-conducting-experiments-medical-institution-quality-control.mp4,PT00H00M47S,142601_142650,Scientific research in the laboratory. conducting experiments. medical institution. quality control. the work of learned doctors. chemical experiments.
1014006770,https://ak.picdn.net/shutterstock/videos/1014006770/preview/stock-footage-korea-seoul-bangbae-dong-aerial.mp4,PT00H00M15S,037101_037150,Korea seoul bangbae-dong. aerial
1020923173,https://ak.picdn.net/shutterstock/videos/1020923173/preview/stock-footage-ronks-pennsylvania-united-states-ronks-pennsylvania-october-dismantling.mp4,PT00H00M53S,176151_176200,"Ronks, pennsylvania / united states - 10 02 2018: ronks, pennsylvania, october 2018 - dismantling of 174 year old herr's mill covered bridge in amish country"
7242007,https://ak.picdn.net/shutterstock/videos/7242007/preview/stock-footage-the-sky-scraper-modern-business-center-world-trade-center-shot-with-red-cinema-camera.mp4,PT00H00M20S,072001_072050,The sky scraper - modern business center (world trade center). shot with red cinema camera
21893896,https://ak.picdn.net/shutterstock/videos/21893896/preview/stock-footage-big-eye-trevallies-on-a-colorful-coral-reef-k-footage.mp4,PT00H00M22S,062701_062750,Big-eye trevallies on a colorful coral reef. 4k footage
1032866030,https://ak.picdn.net/shutterstock/videos/1032866030/preview/stock-footage-cloudsing-over-the-southern-alps-in-new-zealand.mp4,PT00H00M07S,196001_196050,Cloudsing over the southern alps in new zealand
13140128,https://ak.picdn.net/shutterstock/videos/13140128/preview/stock-footage-ho-chi-minh-saigon-vietnam-november-independence-palace-also-known-as-reunification.mp4,PT00H00M17S,061251_061300,"Ho chi minh / saigon, vietnam - november 2015: independence palace also known as reunification palace, built on the site of the former norodom palace, is a landmark in ho chi minh city, vietnam."
1036181933,https://ak.picdn.net/shutterstock/videos/1036181933/preview/stock-footage-barber-pours-shampoo-on-girl-s-hair.mp4,PT00H00M08S,180201_180250,Barber pours shampoo on girl's hair
31734397,https://ak.picdn.net/shutterstock/videos/31734397/preview/stock-footage--outstanding-hail-falls-on-the-grey-stones-and-beautiful-green-grass-and-wood-chips-during-rain-in.mp4,PT00H00M32S,010651_010700," outstanding hail falls on the grey stones and beautiful green grass and wood chips during rain in autumn in portland oregon usa , close-up"
7863124,https://ak.picdn.net/shutterstock/videos/7863124/preview/stock-footage-night-scene-view-through-the-car-on-rainy-night.mp4,PT00H00M10S,064001_064050,"Night scene ,view through the car on rainy night."
1051757434,https://ak.picdn.net/shutterstock/videos/1051757434/preview/stock-footage-colored-graphic-object-on-a-minimal-black-background-which-rotates-clockwise-reducing-the-size.mp4,PT00H00M15S,013751_013800,"Colored graphic object on a minimal black background, which rotates clockwise reducing the size from full screen to zero, then returns to full screen."
1045112965,https://ak.picdn.net/shutterstock/videos/1045112965/preview/stock-footage-gold-luminous-sparkling-bokeh-particles-animation-against-dark-background.mp4,PT00H00M44S,122501_122550,Gold luminous sparkling bokeh particles animation against dark background
1009443236,https://ak.picdn.net/shutterstock/videos/1009443236/preview/stock-footage-yellow-silk-worm.mp4,PT00H00M18S,075051_075100,Yellow silk worm. 
1011601106,https://ak.picdn.net/shutterstock/videos/1011601106/preview/stock-footage-slow-motion-close-up-shot-of-fruit-orange-multifruit-juice-cold-beverage-drink-pouring-into.mp4,PT00H00M35S,063001_063050,Slow motion close-up shot of fruit orange multifruit juice cold beverage drink pouring into threaded glass blue background in studio
1056024521,https://ak.picdn.net/shutterstock/videos/1056024521/preview/stock-footage-field-of-ripening-wheat-on-a-large-field-in-cloudy-weather-spikelets-of-wheat-with-grain-shakes.mp4,PT00H00M26S,054851_054900,Field of ripening wheat on a large field in cloudy weather. spikelets of wheat with grain shakes wind. grain harvest ripens in summer. agricultural business concept. environmentally friendly wheat 4k
8775628,https://ak.picdn.net/shutterstock/videos/8775628/preview/stock-footage-happy-brother-playing-with-tablet-pc-sister-watching-with-interest.mp4,PT00H00M14S,052651_052700,"Happy brother playing with tablet pc, sister watching with interest"
1024290071,https://ak.picdn.net/shutterstock/videos/1024290071/preview/stock-footage-billiards-club-forming-a-triangle-of-white-balls-and-breaking-down-the-form-with-a-hit.mp4,PT00H00M07S,054451_054500,Billiards club. forming a triangle of white balls and breaking down the form with a hit
34933192,https://ak.picdn.net/shutterstock/videos/34933192/preview/stock-footage-quit-smoking-calendar-pan-to-date.mp4,PT00H00M08S,012401_012450,Quit smoking calendar pan to date
1052375227,https://ak.picdn.net/shutterstock/videos/1052375227/preview/stock-footage-fire-on-san-francisco-skyline-creating-smoke-around-buildings-aerial-drone-flies-sideways-sunset.mp4,PT00H00M21S,088201_088250,"Fire on san francisco' skyline creating smoke around buildings, aerial drone flies sideways sunset's golden hours         "
15643231,https://ak.picdn.net/shutterstock/videos/15643231/preview/stock-footage-anonymous-crowd-reflection-in-a-shop-window-time-lapse.mp4,PT00H00M08S,027551_027600,Anonymous crowd reflection in a shop window time lapse
15691096,https://ak.picdn.net/shutterstock/videos/15691096/preview/stock-footage-farmer-inspecting-crops-on-the-farm-bramletye-fruit-farm-forest-row-sussex-uk-july.mp4,PT00H00M22S,144201_144250,"Farmer inspecting crops on the farm bramletye fruit farm, forest row,sussex, uk july, 2015"
1015184653,https://ak.picdn.net/shutterstock/videos/1015184653/preview/stock-footage-fashion-pretty-girls-eyes-to-eyes-passion-look-with-projector-light.mp4,PT00H00M13S,037001_037050,Fashion pretty girls eyes to eyes passion look with projector light
1066409113,https://ak.picdn.net/shutterstock/videos/1066409113/preview/stock-footage-easter-hunt-boy-in-rabbit-bunny-ears-on-head-and-protective-mask-gathering-colorful-eggs-having.mp4,PT00H00M11S,175401_175450,Easter hunt. boy in rabbit bunny ears on head and protective mask gathering colorful eggs having fun on bed at home
15666862,https://ak.picdn.net/shutterstock/videos/15666862/preview/stock-footage-dealer-sold-the-car-to-young-couple.mp4,PT00H00M21S,098001_098050,Dealer sold the car to young couple
9703136,https://ak.picdn.net/shutterstock/videos/9703136/preview/stock-footage-couple-is-impressed-on-the-view-of-a-countryside-zooming-in-helicopter-camera-flaying-above-the.mp4,PT00H00M30S,052501_052550,Couple is impressed on the view of a countryside . zooming in helicopter camera flaying above the couple looking at the view of a countryside on a sunny day.
30941827,https://ak.picdn.net/shutterstock/videos/30941827/preview/stock-footage-hurricane-irma-on-weather-radar-over-florida.mp4,PT00H00M30S,001351_001400,Hurricane irma on weather radar over florida
1041296887,https://ak.picdn.net/shutterstock/videos/1041296887/preview/stock-footage-beautiful-flight-through-the-abstract-network-connections-and-bright-nodes-seamless-looped-d.mp4,PT00H00M16S,135001_135050,Beautiful flight through the abstract network connections and bright nodes seamless. looped 3d animation of growing network in cyberspace with flashing lights. 4k uhd 3840x2160.
30709405,https://ak.picdn.net/shutterstock/videos/30709405/preview/stock-footage-beautiful-aerial-natural-seascape-of-a-sandy-beach-on-pacific-ocean-coast-during-colorful-vibrant.mp4,PT00H00M27S,081351_081400,"Beautiful aerial natural seascape of a sandy beach on pacific ocean coast during colorful, vibrant and dreamy summer sunrise. taken in tofino, vancouver island, british columbia, canada. "
1040522663,https://ak.picdn.net/shutterstock/videos/1040522663/preview/stock-footage-bright-glow-neon-yellow-light-triangles-on-black-color-colorful-abstract-fluorescent-geometric.mp4,PT00H00M20S,144101_144150,"Bright glow neon yellow light triangles on black color. colorful abstract fluorescent geometric background. loopable futuristic 3d render. modern fashion animation for design broadcast, show, club."
1053764873,https://ak.picdn.net/shutterstock/videos/1053764873/preview/stock-footage-cat-or-cats-scientific-name-felis-catus-is-a-mammal-of-the-family-felidae-family-tree-comes-from.mp4,PT00H00M12S,016001_016050,"Cat or cats (scientific name: felis catus) is a mammal of the family felidae family tree comes from the siberian tiger (felis tigris altaica).
"
25672283,https://ak.picdn.net/shutterstock/videos/25672283/preview/stock-footage-smoke-on-a-black-background-in-slow-motion.mp4,PT00H00M20S,026151_026200,Smoke on a black background in slow motion. 
1058075857,https://ak.picdn.net/shutterstock/videos/1058075857/preview/stock-footage--years-old-little-happy-girl-slides-down-hill-laughs-and-smiles-on-background-of-green-summer.mp4,PT00H00M06S,174201_174250,"3 years old little happy girl slides down hill, laughs and smiles on background of green summer park. happy child plays on playground outdoors"
1026108479,https://ak.picdn.net/shutterstock/videos/1026108479/preview/stock-footage-abstract-background-with-digital-tunnel-from-binary-code-symbols-and-as-technological-sign-with.mp4,PT00H00M20S,146401_146450,Abstract background with digital tunnel from binary code symbols 1 and 0 as technological sign with shine and light beams. animation of seamless loop.
1057457110,https://ak.picdn.net/shutterstock/videos/1057457110/preview/stock-footage-close-up-of-a-little-boy-in-warm-winter-clothes-fastens-the-seat-belt-while-sitting-in-a-child-car.mp4,PT00H00M12S,061301_061350,Close-up of a little boy in warm winter clothes fastens the seat belt while sitting in a child car seat in the car.
1019868916,https://ak.picdn.net/shutterstock/videos/1019868916/preview/stock-footage-a-chef-cuts-lobster-in-a-dinner-preparation-by-the-atlantic-ocean-shore-in-prince-edward-island.mp4,PT00H00M27S,012601_012650,A chef cuts lobster in a dinner preparation by the atlantic ocean shore in prince edward island canada
27660193,https://ak.picdn.net/shutterstock/videos/27660193/preview/stock-footage-high-altitude-overflight-aerial-of-desert-hills-and-farmland-in-southwestern-kyrgyzstan-clip-loops.mp4,PT00H00M31S,021751_021800,High-altitude overflight aerial of desert hills and farmland in southwestern kyrgyzstan. clip loops and is reversible. elements of this image furnished by nasa
1060374362,https://ak.picdn.net/shutterstock/videos/1060374362/preview/stock-footage-a-musician-in-a-hat-plays-jazz-on-a-saxophone-standing-in-nature-against-the-background-of-forests.mp4,PT00H00M18S,187251_187300,"A musician in a hat plays jazz on a saxophone, standing in nature against the background of forests and blue sky on a warm sunny day."
33353656,https://ak.picdn.net/shutterstock/videos/33353656/preview/stock-footage-istanbul-turkey-summer-directions-to-the-center-of-istanbul-architecture-old-houses.mp4,PT00H00M20S,173201_173250,"Istanbul, turkey - summer 2017: directions to the center of istanbul. architecture, old houses, streets and neighborhoods. turkey. 4k."
16231411,https://ak.picdn.net/shutterstock/videos/16231411/preview/stock-footage-tel-aviv-israel-february-actors-tell-the-historical-story-of-yossele-rosenblatt-a.mp4,PT00H00M42S,009451_009500,"Tel aviv, israel - february 09, 2016: actors tell the historical story of yossele rosenblatt a jewish cantor, the greatest of his time during rosenblatt express theater show"
30758776,https://ak.picdn.net/shutterstock/videos/30758776/preview/stock-footage-the-view-from-water-level-of-the-sea-beach-on-a-breakwater-with-an-arbor-and-the-boat-moving-by-the.mp4,PT00H00M15S,001301_001350,"The view from water level of the sea beach on a breakwater with an arbor and the boat moving by the tropical sea, a wave runs on the camera"
1017354970,https://ak.picdn.net/shutterstock/videos/1017354970/preview/stock-footage-typical-local-cheese-on-shelves.mp4,PT00H00M10S,036901_036950,Typical local cheese on shelves
